,id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,year,updated_on,x_coordinate,y_coordinate,latitude,longitude,location
0,12852836,JF426823,2022-10-07T00:00:00.000,008XX S WABASH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0123,001,4,32,07,2022,2022-10-24T16:47:03.000,,,,,
1,12852466,JF425021,2022-10-07T00:00:00.000,018XX W 16TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1234,012,25,31,14,2022,2022-10-24T16:47:03.000,,,,,
2,12851921,JF425649,2022-10-07T00:00:00.000,071XX S STATE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,False,False,0323,003,6,69,18,2022,2022-10-24T16:47:03.000,,,,,
3,12851899,JF425685,2022-10-07T00:00:00.000,042XX N PULASKI RD,0810,THEFT,OVER $500,VEHICLE - COMMERCIAL,False,False,1723,017,39,16,06,2022,2022-10-24T16:47:03.000,,,,,
4,12852331,JF426178,2022-10-07T00:00:00.000,112XX S CHAMPLAIN AVE,0275,CRIMINAL SEXUAL ASSAULT,ATTEMPT AGGRAVATED - OTHER,RESIDENCE,False,False,0531,005,9,50,02,2022,2022-10-24T16:47:03.000,,,,,
5,12852546,JF426465,2022-10-07T00:00:00.000,105XX S WABASH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0512,005,9,49,07,2022,2022-10-24T16:47:03.000,,,,,
6,12851723,JF425475,2022-10-07T00:00:00.000,009XX S CLARK ST,0820,THEFT,$500 AND UNDER,RESIDENCE - GARAGE,False,False,0123,001,4,32,06,2022,2022-10-24T16:47:03.000,,,,,
7,12853309,JF427412,2022-10-07T00:00:00.000,131XX S CORLISS AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,0533,005,9,54,08A,2022,2022-10-24T16:47:03.000,,,,,
8,12851829,JF425610,2022-10-07T00:00:00.000,055XX W CORTLAND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2532,025,37,25,14,2022,2022-10-24T16:47:03.000,,,,,
9,12852119,JF426040,2022-10-07T00:00:00.000,079XX S UNION AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,0621,006,17,71,26,2022,2022-10-24T16:47:03.000,,,,,
10,12852798,JF426007,2022-10-07T00:00:00.000,018XX N KEDZIE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,1421,014,1,22,04A,2022,2022-10-24T16:47:03.000,,,,,
11,12852149,JF425559,2022-10-07T00:00:00.000,055XX W FULTON ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1523,015,37,25,06,2022,2022-10-24T16:47:03.000,,,,,
12,12851414,JF424940,2022-10-07T00:00:00.000,083XX S BALTIMORE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0423,004,7,46,08B,2022,2022-10-24T16:47:03.000,,,,,
13,12852467,JF425029,2022-10-07T00:00:00.000,018XX W 16TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1234,012,25,31,14,2022,2022-10-24T16:47:03.000,,,,,
14,12851360,JF424941,2022-10-07T00:00:00.000,010XX W 14TH ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,1232,012,25,28,04B,2022,2022-10-24T16:47:03.000,,,,,
15,12854023,JF428225,2022-10-07T00:00:00.000,040XX N MOZART ST,0890,THEFT,FROM BUILDING,OTHER (SPECIFY),False,False,1724,017,33,16,06,2022,2022-10-24T16:47:03.000,,,,,
16,12853185,JF427286,2022-10-07T00:00:00.000,027XX W RASCHER AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,2011,020,40,4,06,2022,2022-10-24T16:47:03.000,,,,,
17,12852335,JF426245,2022-10-07T00:00:00.000,035XX N BROADWAY,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,1925,019,46,6,06,2022,2022-10-24T16:47:03.000,,,,,
18,12852123,JF426070,2022-10-07T00:00:00.000,031XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1933,019,44,6,06,2022,2022-10-24T16:47:03.000,,,,,
19,12852295,JF426149,2022-10-07T00:00:00.000,031XX S CANAL ST,0325,ROBBERY,VEHICULAR HIJACKING,ALLEY,False,False,0915,009,11,60,03,2022,2022-10-24T16:47:03.000,,,,,
20,12853043,JF427167,2022-10-07T00:00:00.000,029XX S KEELEY ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,0913,009,11,60,11,2022,2022-10-24T16:47:03.000,,,,,
21,12852636,JF426616,2022-10-07T00:00:00.000,069XX S CREGIER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,0332,003,5,43,11,2022,2022-10-24T16:47:03.000,,,,,
22,12851913,JF425747,2022-10-07T00:00:00.000,011XX S WABASH AVE,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,0123,001,4,32,18,2022,2022-10-24T16:47:03.000,,,,,
23,12853715,JF426451,2022-10-07T00:00:00.000,006XX W WAVELAND AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1925,019,46,6,06,2022,2022-10-24T16:47:03.000,,,,,
24,12851764,JF425450,2022-10-07T00:00:00.000,070XX S SANGAMON ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,0733,007,6,68,08B,2022,2022-10-24T16:47:03.000,,,,,
25,12851933,JF425793,2022-10-07T00:00:00.000,046XX N HERMITAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1912,019,47,3,14,2022,2022-10-24T16:47:03.000,,,,,
26,12852066,JF425827,2022-10-07T00:00:00.000,026XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,0133,001,4,35,06,2022,2022-10-24T16:47:03.000,,,,,
27,12851593,JF425352,2022-10-07T00:00:00.000,005XX N SPRINGFIELD AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,1122,011,37,23,07,2022,2022-10-24T16:47:03.000,,,,,
28,12851542,JF425185,2022-10-07T00:00:00.000,002XX N KOLIN AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,VACANT LOT / LAND,False,False,1114,011,28,26,07,2022,2022-10-24T16:47:03.000,,,,,
29,12851823,JF425596,2022-10-07T00:00:00.000,055XX N PARKSIDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1622,016,45,11,14,2022,2022-10-24T16:47:03.000,,,,,
30,12852643,JF426463,2022-10-07T00:00:00.000,045XX S VINCENNES AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,0221,002,3,38,07,2022,2022-10-24T16:47:03.000,,,,,
31,12853366,JF426814,2022-10-07T00:00:00.000,027XX W ROOSEVELT RD,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,True,1135,011,28,29,08A,2022,2022-10-24T16:47:03.000,,,,,
32,12854437,JF428777,2022-10-07T00:00:00.000,055XX W CONGRESS PKWY,0560,ASSAULT,SIMPLE,STREET,False,True,1522,015,29,25,08A,2022,2022-10-24T16:47:03.000,,,,,
33,12862981,JF439053,2022-10-07T00:00:00.000,048XX S MARSHFIELD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,0931,009,20,61,11,2022,2022-10-24T16:47:03.000,,,,,
34,12859060,JF434383,2022-10-07T00:00:00.000,011XX N MENARD AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1511,015,29,25,06,2022,2022-10-24T16:47:03.000,,,,,
35,12861784,JF437699,2022-10-07T00:00:00.000,015XX N KEDZIE AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,APARTMENT,False,False,1422,014,26,23,11,2022,2022-10-24T16:47:03.000,,,,,
36,12856349,JF431002,2022-10-07T00:00:00.000,051XX N LA CROSSE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1621,016,39,12,07,2022,2022-10-24T16:47:03.000,,,,,
37,12862544,JF438530,2022-10-07T00:00:00.000,029XX S QUINN ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,False,False,0913,009,11,60,10,2022,2022-10-24T16:47:03.000,,,,,
38,12854829,JF429110,2022-10-07T00:00:00.000,044XX N HERMITAGE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1912,019,47,3,11,2022,2022-10-24T16:47:03.000,,,,,
39,12852877,JF425817,2022-10-07T00:00:00.000,056XX N MC VICKER AVE,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,1622,016,45,10,08A,2022,2022-10-24T16:47:03.000,,,,,
40,12851321,JF424928,2022-10-07T00:00:00.000,107XX S PRAIRIE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,False,0513,005,9,49,15,2022,2022-10-24T16:47:03.000,,,,,
41,12857352,JF431187,2022-10-07T00:00:00.000,016XX W FLETCHER ST,0810,THEFT,OVER $500,STREET,False,False,1931,019,32,6,06,2022,2022-10-24T16:47:03.000,,,,,
42,12851638,JF425038,2022-10-07T00:00:00.000,053XX W HARRISON ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,1522,015,29,25,07,2022,2022-10-24T16:47:03.000,,,,,
43,12852076,JF425990,2022-10-07T00:00:00.000,029XX S FEDERAL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,False,True,0133,001,3,35,08B,2022,2022-10-24T16:47:03.000,,,,,
44,12853987,JF427572,2022-10-07T00:00:00.000,0000X E 8th St,0890,THEFT,FROM BUILDING,APARTMENT,False,False,0123,001,4,32,06,2022,2022-10-24T16:47:03.000,,,,,
45,12851745,JF425368,2022-10-07T00:00:00.000,056XX S WABASH AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,0225,002,20,40,08A,2022,2022-10-24T16:47:03.000,,,,,
46,12852060,JF425724,2022-10-07T00:00:00.000,010XX W GARFIELD BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,0934,009,20,61,15,2022,2022-10-24T16:47:03.000,,,,,
47,12858053,JF432783,2022-10-07T00:00:00.000,068XX S KEDVALE AVE,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,False,0833,008,13,65,17,2022,2022-10-24T16:47:03.000,,,,,
48,12865086,JF441486,2022-10-07T00:00:00.000,017XX W 92ND ST,0820,THEFT,$500 AND UNDER,STREET,False,False,2221,022,21,73,06,2022,2022-10-24T16:47:03.000,,,,,
49,12852594,JF425335,2022-10-07T00:01:00.000,019XX S SPRINGFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,1014,010,24,29,07,2022,2022-10-24T16:47:03.000,,,,,
50,12851664,JF425355,2022-10-07T00:01:00.000,036XX N OAK PARK AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,1632,016,38,17,05,2022,2022-10-24T16:47:03.000,,,,,
51,12851497,JF425099,2022-10-07T00:01:00.000,040XX W CERMAK RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,True,1012,010,24,29,07,2022,2022-10-24T16:47:03.000,,,,,
52,12863132,JF432809,2022-10-07T00:01:00.000,110XX S AVENUE B,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,False,0433,004,10,52,02,2022,2022-10-24T16:47:03.000,,,,,
53,12856692,JF431478,2022-10-07T00:01:00.000,003XX N LOREL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1523,015,37,25,06,2022,2022-10-24T16:47:03.000,,,,,
54,12854620,JF428909,2022-10-07T00:01:00.000,056XX W 63RD ST,0890,THEFT,FROM BUILDING,TAVERN / LIQUOR STORE,False,False,0812,008,13,64,06,2022,2022-10-24T16:47:03.000,,,,,
55,12856106,JF430767,2022-10-07T00:01:00.000,072XX S RHODES AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,0323,003,6,69,06,2022,2022-10-24T16:47:03.000,,,,,
56,12863482,JF439663,2022-10-07T00:01:00.000,002XX E 51ST ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,0224,002,3,38,06,2022,2022-10-24T16:47:03.000,,,,,
57,12852342,JF425627,2022-10-07T00:01:00.000,062XX S WOODLAWN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,0314,003,20,42,05,2022,2022-10-24T16:47:03.000,,,,,
58,12851344,JF424933,2022-10-07T00:05:00.000,048XX W BALMORAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1621,016,39,12,14,2022,2022-10-24T16:47:03.000,,,,,
59,12851309,JF424950,2022-10-07T00:14:00.000,002XX S STATE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA PLATFORM,True,False,0113,001,42,32,26,2022,2022-10-24T16:47:03.000,,,,,
60,12851349,JF424946,2022-10-07T00:20:00.000,013XX E 73RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0324,003,8,43,14,2022,2022-10-24T16:47:03.000,,,,,
61,12852351,JF426284,2022-10-07T00:22:00.000,025XX W SUPERIOR ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1221,012,26,24,15,2022,2022-10-24T16:47:03.000,,,,,
62,12851486,JF425136,2022-10-07T00:24:00.000,016XX W 115TH ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2234,022,34,75,06,2022,2022-10-24T16:47:03.000,,,,,
63,12851331,JF424942,2022-10-07T00:26:00.000,002XX W 43RD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,False,False,0925,009,3,37,07,2022,2022-10-24T16:47:03.000,,,,,
64,12851812,JF425609,2022-10-07T00:29:00.000,051XX W DAKIN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1634,016,45,15,14,2022,2022-10-24T16:47:03.000,,,,,
65,12851521,JF425174,2022-10-07T00:30:00.000,009XX S CENTRAL PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1133,011,24,29,14,2022,2022-10-24T16:47:03.000,,,,,
66,12851357,JF424953,2022-10-07T00:30:00.000,030XX W OHIO ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,1221,012,27,23,04A,2022,2022-10-24T16:47:03.000,,,,,
67,12851462,JF425085,2022-10-07T00:30:00.000,052XX W GRACE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1634,016,45,15,14,2022,2022-10-24T16:47:03.000,,,,,
68,12851351,JF424948,2022-10-07T00:30:00.000,001XX W 63RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,False,False,0311,003,20,68,14,2022,2022-10-24T16:47:03.000,,,,,
69,12851656,JF425035,2022-10-07T00:40:00.000,081XX S MARQUETTE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,0422,004,7,46,06,2022,2022-10-24T16:47:03.000,,,,,
70,12851400,JF424954,2022-10-07T00:41:00.000,103XX S COMMERCIAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0431,004,10,51,08B,2022,2022-10-24T16:47:03.000,,,,,
71,12851346,JF424957,2022-10-07T00:41:00.000,021XX N NARRAGANSETT AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,PARK PROPERTY,False,False,2512,025,36,19,07,2022,2022-10-24T16:47:03.000,,,,,
72,12852495,JF424952,2022-10-07T00:48:00.000,015XX N WASHTENAW AVE,0810,THEFT,OVER $500,STREET,False,False,1423,014,1,24,06,2022,2022-10-24T16:47:03.000,,,,,
73,12851350,JF424963,2022-10-07T00:49:00.000,0000X W 69TH ST,031A,ROBBERY,ARMED - HANDGUN,CTA BUS,False,False,0731,007,6,69,03,2022,2022-10-24T16:47:03.000,,,,,
74,12851381,JF424962,2022-10-07T00:51:00.000,001XX S CICERO AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,GAS STATION,False,False,1113,011,28,25,03,2022,2022-10-24T16:47:03.000,,,,,
75,12851428,JF424955,2022-10-07T00:55:00.000,006XX N DEARBORN ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,False,False,1832,018,42,8,08B,2022,2022-10-24T16:47:03.000,,,,,
76,12851484,JF425137,2022-10-07T01:00:00.000,112XX S SANGAMON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,2234,022,34,75,08A,2022,2022-10-24T16:47:03.000,,,,,
77,12852407,JF426150,2022-10-07T01:00:00.000,058XX S WHIPPLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0824,008,14,63,08B,2022,2022-10-24T16:47:03.000,,,,,
78,12851415,JF425033,2022-10-07T01:00:00.000,133XX S EDBROOKE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0533,005,9,54,07,2022,2022-10-24T16:47:03.000,,,,,
79,12851455,JF425048,2022-10-07T01:00:00.000,107XX S AVENUE C,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,0432,004,10,52,07,2022,2022-10-24T16:47:03.000,,,,,
80,12851433,JF425016,2022-10-07T01:00:00.000,027XX S DEARBORN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0133,001,3,35,14,2022,2022-10-24T16:47:03.000,,,,,
81,12855990,JF430401,2022-10-07T01:00:00.000,037XX N BROADWAY,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BAR OR TAVERN,False,False,1925,019,46,6,11,2022,2022-10-24T16:47:03.000,,,,,
82,12851869,JF425647,2022-10-07T01:00:00.000,024XX W ERIE ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1221,012,26,24,06,2022,2022-10-24T16:47:03.000,,,,,
83,12851807,JF425534,2022-10-07T01:05:00.000,007XX S HOMAN AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,VACANT LOT / LAND,False,False,1133,011,24,27,26,2022,2022-10-24T16:47:03.000,,,,,
84,12852399,JF426348,2022-10-07T01:08:00.000,067XX S LANGLEY AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,0321,003,20,42,26,2022,2022-10-24T16:47:03.000,,,,,
85,12851386,JF424960,2022-10-07T01:10:00.000,016XX S TRUMBULL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1021,010,24,29,14,2022,2022-10-24T16:47:03.000,,,,,
86,12851377,JF424959,2022-10-07T01:12:00.000,062XX S HONORE ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,0714,007,15,67,05,2022,2022-10-24T16:47:03.000,,,,,
87,12851358,JF424961,2022-10-07T01:12:00.000,010XX W CHICAGO AVE,0460,BATTERY,SIMPLE,CTA BUS,False,False,1215,012,27,24,08B,2022,2022-10-24T16:47:03.000,,,,,
88,12851397,JF424965,2022-10-07T01:14:00.000,054XX S OAK PARK AVE,0850,THEFT,ATTEMPT THEFT,STREET,False,False,0811,008,23,56,06,2022,2022-10-24T16:47:03.000,,,,,
89,12851426,JF424968,2022-10-07T01:15:00.000,0000X E CHICAGO AVE,0560,ASSAULT,SIMPLE,RESTAURANT,False,False,1833,018,42,8,08A,2022,2022-10-24T16:47:03.000,,,,,
90,12851327,JF424964,2022-10-07T01:18:00.000,085XX S STONY ISLAND AVE,141B,WEAPONS VIOLATION,UNLAWFUL USE - OTHER FIREARM,ALLEY,False,False,0412,004,8,45,15,2022,2022-10-24T16:47:03.000,,,,,
91,12851375,JF424989,2022-10-07T01:18:00.000,060XX S SANGAMON ST,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,0712,007,16,68,04B,2022,2022-10-24T16:47:03.000,,,,,
92,12851339,JF424966,2022-10-07T01:21:00.000,099XX S BENSLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,0431,004,7,51,14,2022,2022-10-24T16:47:03.000,,,,,
93,12851355,JF424988,2022-10-07T01:23:00.000,008XX N MOZART ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,1211,012,26,24,08A,2022,2022-10-24T16:47:03.000,,,,,
94,12853142,JF426637,2022-10-07T01:26:00.000,016XX W 95TH ST,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,2213,022,21,73,06,2022,2022-10-24T16:47:03.000,,,,,
95,12851419,JF425019,2022-10-07T01:29:00.000,016XX N NATOMA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2513,025,29,25,07,2022,2022-10-24T16:47:03.000,,,,,
96,12851501,JF425062,2022-10-07T01:30:00.000,012XX S TROY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1022,010,24,29,14,2022,2022-10-24T16:47:03.000,,,,,
97,12854356,JF425514,2022-10-07T01:30:00.000,057XX N WINTHROP AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,2022,020,48,77,05,2022,2022-10-24T16:47:03.000,,,,,
98,12851408,JF424969,2022-10-07T01:37:00.000,028XX W 42ND ST,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,0921,009,12,58,03,2022,2022-10-24T16:47:03.000,,,,,
99,12851382,JF424973,2022-10-07T01:45:00.000,021XX S PULASKI RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1012,010,24,29,08B,2022,2022-10-24T16:47:03.000,,,,,
100,12851392,JF424982,2022-10-07T01:50:00.000,014XX W CATALPA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2013,020,48,77,14,2022,2022-10-24T16:47:03.000,,,,,
101,12851352,JF424971,2022-10-07T01:59:00.000,064XX S NORMAL BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,0722,007,20,68,08B,2022,2022-10-24T16:47:03.000,,,,,
102,12851708,JF425463,2022-10-07T02:00:00.000,018XX S RACINE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1233,012,25,31,07,2022,2022-10-24T16:47:03.000,,,,,
103,12852913,JF426937,2022-10-07T02:00:00.000,072XX S CHAMPLAIN AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,False,True,0323,003,6,69,04B,2022,2022-10-24T16:47:03.000,,,,,
104,12851425,JF424978,2022-10-07T02:12:00.000,012XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,RESTAURANT,False,False,0131,001,3,33,08B,2022,2022-10-24T16:47:03.000,,,,,
105,12851635,JF425399,2022-10-07T02:15:00.000,064XX S HARVARD AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,0722,007,20,68,07,2022,2022-10-24T16:47:03.000,,,,,
106,12851347,JF424983,2022-10-07T02:17:00.000,030XX N MILWAUKEE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,False,2523,025,30,21,15,2022,2022-10-24T16:47:03.000,,,,,
107,12851385,JF424986,2022-10-07T02:18:00.000,050XX N WINCHESTER AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,False,2032,020,40,4,04A,2022,2022-10-24T16:47:03.000,,,,,
108,12851463,JF425075,2022-10-07T02:30:00.000,022XX N ELSTON AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1432,014,32,22,06,2022,2022-10-24T16:47:03.000,,,,,
109,12852340,JF425921,2022-10-07T02:30:00.000,059XX S PRAIRIE AVE,0810,THEFT,OVER $500,APARTMENT,False,False,0232,002,20,40,06,2022,2022-10-24T16:47:03.000,,,,,
110,12851416,JF424993,2022-10-07T02:30:00.000,012XX E 46TH ST,0325,ROBBERY,VEHICULAR HIJACKING,STREET,False,False,0222,002,4,39,03,2022,2022-10-24T16:47:03.000,,,,,
111,12851362,JF424984,2022-10-07T02:36:00.000,017XX W 47TH ST,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,0931,009,15,61,03,2022,2022-10-24T16:47:03.000,,,,,
112,12851394,JF424990,2022-10-07T02:38:00.000,007XX E BOWEN AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,False,0214,002,4,38,04A,2022,2022-10-24T16:47:03.000,,,,,
113,12851390,JF424991,2022-10-07T02:40:00.000,015XX W HOLLYWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2013,020,48,77,06,2022,2022-10-24T16:47:03.000,,,,,
114,12851421,JF424996,2022-10-07T02:57:00.000,074XX N SHERIDAN RD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2422,024,49,1,14,2022,2022-10-24T16:47:03.000,,,,,
115,12851369,JF424994,2022-10-07T02:57:00.000,034XX S CALIFORNIA AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SMALL RETAIL STORE,False,False,0911,009,12,58,04A,2022,2022-10-24T16:47:03.000,,,,,
116,12851552,JF425146,2022-10-07T03:00:00.000,024XX W CHICAGO AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1221,012,26,24,06,2022,2022-10-24T16:47:03.000,,,,,
117,12854566,JF427916,2022-10-07T03:00:00.000,103XX S DOTY AVE E,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),False,False,0434,004,10,51,06,2022,2022-10-24T16:47:03.000,,,,,
118,12851525,JF425091,2022-10-07T03:00:00.000,0000X W HUBBARD ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1831,018,42,8,08B,2022,2022-10-24T16:47:03.000,,,,,
119,12851440,JF425000,2022-10-07T03:20:00.000,015XX N CLYBOURN AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,1822,018,27,8,08B,2022,2022-10-24T16:47:03.000,,,,,
120,12851364,JF425001,2022-10-07T03:29:00.000,019XX W PERSHING RD,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,0912,009,12,59,03,2022,2022-10-24T16:47:03.000,,,,,
121,12852383,JF425011,2022-10-07T03:41:00.000,038XX W ROOSEVELT RD,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,GAS STATION,False,False,1011,010,24,29,04B,2022,2022-10-24T16:47:03.000,,,,,
122,12851388,JF425006,2022-10-07T03:45:00.000,008XX N HARDING AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,False,1112,011,37,23,07,2022,2022-10-24T16:47:03.000,,,,,
123,12852539,JF425040,2022-10-07T03:50:00.000,017XX W BRYN MAWR AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARK PROPERTY,False,False,2012,020,40,77,07,2022,2022-10-24T16:47:03.000,,,,,
