,id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,year,updated_on,x_coordinate,y_coordinate,latitude,longitude,location
1488,12853506,JF427546,2022-10-09T02:53:00.000,106XX S YATES AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,True,0434,004,7,51,08B,2022,2022-10-24T16:47:03.000,,,,,
1489,12853932,JF428256,2022-10-09T03:00:00.000,013XX S KEDVALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1011,010,24,29,07,2022,2022-10-24T16:47:03.000,,,,,
1490,12853345,JF427517,2022-10-09T03:00:00.000,087XX S BEVERLY AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,2221,022,21,71,15,2022,2022-10-24T16:47:03.000,,,,,
1491,12854318,JF428632,2022-10-09T03:00:00.000,053XX N CHESTER AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,True,1614,016,41,76,02,2022,2022-10-24T16:47:03.000,,,,,
1492,12857400,JF431334,2022-10-09T03:00:00.000,005XX W TAYLOR ST,0810,THEFT,OVER $500,RESTAURANT,False,False,0124,001,25,28,06,2022,2022-10-24T16:47:03.000,,,,,
1493,12868886,JF446087,2022-10-09T03:00:00.000,069XX S WINCHESTER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,0735,007,17,67,14,2022,2022-10-24T16:55:39.000,,,,,
1494,12853538,JF427762,2022-10-09T03:00:00.000,047XX S KNOX AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0815,008,14,56,14,2022,2022-10-24T16:47:03.000,,,,,
1495,12853644,JF427863,2022-10-09T03:00:00.000,016XX W WABANSIA AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False,1433,014,32,24,26,2022,2022-10-24T16:47:03.000,,,,,
1496,12853407,JF427515,2022-10-09T03:03:00.000,035XX N CLARK ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1924,019,44,6,08B,2022,2022-10-24T16:47:03.000,,,,,
1497,12853701,JF427647,2022-10-09T03:09:00.000,021XX S DAMEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1234,012,25,31,07,2022,2022-10-24T16:47:03.000,,,,,
1498,12853447,JF427561,2022-10-09T03:13:00.000,0000X S LARAMIE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,VEHICLE NON-COMMERCIAL,True,False,1522,015,29,25,15,2022,2022-10-16T16:48:53.000,1141727,1899434,41.880113885,-87.755060172,"{'latitude': '41.880113885', 'longitude': '-87.755060172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1499,12853389,JF427525,2022-10-09T03:15:00.000,047XX W SUPERIOR ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1111,011,28,25,08B,2022,2022-10-24T16:47:03.000,,,,,
1500,12853393,JF427520,2022-10-09T03:17:00.000,020XX W 21ST ST,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,1234,012,25,31,03,2022,2022-10-24T16:47:03.000,,,,,
1501,12853415,JF427540,2022-10-09T03:28:00.000,015XX E 65TH PL,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,False,False,0321,003,5,42,08B,2022,2022-10-24T16:47:03.000,,,,,
1502,12853437,JF427530,2022-10-09T03:30:00.000,020XX W 21ST ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,False,False,1234,012,25,31,03,2022,2022-10-24T16:47:03.000,,,,,
1503,12853510,JF427665,2022-10-09T03:30:00.000,022XX W COULTER ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1034,010,25,31,14,2022,2022-10-24T16:47:03.000,,,,,
1504,12857823,JF427617,2022-10-09T03:30:00.000,068XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0322,003,20,69,08B,2022,2022-10-24T16:47:03.000,,,,,
1505,12853370,JF427527,2022-10-09T03:32:00.000,067XX W WRIGHTWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2512,025,36,18,14,2022,2022-10-24T16:47:03.000,,,,,
1506,12853479,JF427528,2022-10-09T03:34:00.000,037XX S WENTWORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,True,0915,009,3,34,08B,2022,2022-10-24T16:47:03.000,,,,,
1507,12853405,JF427537,2022-10-09T03:35:00.000,014XX N WELLS ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,False,False,1821,018,27,8,03,2022,2022-10-24T16:47:03.000,,,,,
1508,12853412,JF427547,2022-10-09T03:45:00.000,067XX W GRAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,AUTO / BOAT / RV DEALERSHIP,False,False,2512,025,36,18,14,2022,2022-10-24T16:47:03.000,,,,,
1509,12853719,JF427876,2022-10-09T03:45:00.000,002XX E ONTARIO ST,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,1834,018,42,8,03,2022,2022-10-24T16:47:03.000,,,,,
1510,12853428,JF427549,2022-10-09T03:45:00.000,005XX N MC CLURG CT,031B,ROBBERY,ARMED - OTHER FIREARM,SIDEWALK,False,False,1834,018,42,8,03,2022,2022-10-24T16:47:03.000,,,,,
1511,12853648,JF427865,2022-10-09T03:45:00.000,002XX E LOWER ILLINOIS ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,False,False,1834,018,42,8,03,2022,2022-10-24T16:47:03.000,,,,,
1512,12853473,JF427538,2022-10-09T03:48:00.000,021XX W COULTER ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,1034,010,25,31,04A,2022,2022-10-24T16:47:03.000,,,,,
1513,12854103,JF428151,2022-10-09T03:58:00.000,095XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,COMMERCIAL / BUSINESS OFFICE,False,False,0511,005,9,49,07,2022,2022-10-24T16:47:03.000,,,,,
1514,12854104,JF428154,2022-10-09T03:58:00.000,095XX S INDIANA AVE,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,0511,005,9,49,05,2022,2022-10-24T16:47:03.000,,,,,
1515,12853430,JF427556,2022-10-09T03:59:00.000,031XX S MICHIGAN AVE,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,STREET,False,False,0211,002,3,35,24,2022,2022-10-24T16:47:03.000,,,,,
1516,12853575,JF427799,2022-10-09T04:00:00.000,043XX W FLOURNOY ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1131,011,24,26,06,2022,2022-10-24T16:47:03.000,,,,,
1517,12853768,JF428054,2022-10-09T04:00:00.000,0000X E 75TH ST,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,False,False,0623,006,6,69,06,2022,2022-10-24T16:47:03.000,,,,,
1518,12853432,JF427541,2022-10-09T04:00:00.000,014XX W RANDOLPH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1224,012,27,28,08B,2022,2022-10-24T16:47:03.000,,,,,
1519,12854061,JF427551,2022-10-09T04:00:00.000,005XX N STATE ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,False,False,1834,018,42,8,03,2022,2022-10-24T16:47:03.000,,,,,
1520,12855096,JF429125,2022-10-09T04:00:00.000,011XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),False,False,1824,018,2,8,11,2022,2022-10-24T16:47:03.000,,,,,
1521,12853937,JF428232,2022-10-09T04:00:00.000,002XX W ONTARIO ST,0460,BATTERY,SIMPLE,STREET,False,False,1831,018,42,8,08B,2022,2022-10-24T16:47:03.000,,,,,
1522,12853554,JF427560,2022-10-09T04:02:00.000,031XX W 55TH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE - GARAGE,True,False,0923,009,14,63,15,2022,2022-10-24T16:47:03.000,,,,,
1523,12854191,JF427545,2022-10-09T04:05:00.000,021XX W MAYPOLE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,VEHICLE NON-COMMERCIAL,False,False,1223,012,27,28,04A,2022,2022-10-24T16:47:03.000,,,,,
1524,12853361,JF427535,2022-10-09T04:05:00.000,110XX S WALLACE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2233,022,34,49,07,2022,2022-10-24T16:47:03.000,,,,,
1525,12853565,JF427563,2022-10-09T04:06:00.000,033XX S MORGAN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,True,False,0913,009,11,60,15,2022,2022-10-24T16:47:03.000,,,,,
1526,12854034,JF428024,2022-10-09T04:12:00.000,012XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - GARAGE,False,False,0132,001,3,33,07,2022,2022-10-24T16:47:03.000,,,,,
1527,12853845,JF428117,2022-10-09T04:12:00.000,012XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0132,001,3,33,07,2022,2022-10-24T16:47:03.000,,,,,
1528,12853377,JF427542,2022-10-09T04:17:00.000,025XX W MONROE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1125,011,27,28,14,2022,2022-10-24T16:47:03.000,,,,,
1529,12853470,JF427555,2022-10-09T04:51:00.000,002XX N JUSTINE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,False,1215,012,27,28,04A,2022,2022-10-24T16:47:03.000,,,,,
1530,12853462,JF427558,2022-10-09T04:55:00.000,025XX W 63RD ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,False,False,0825,008,16,66,03,2022,2022-10-24T16:47:03.000,,,,,
1531,12853642,JF427763,2022-10-09T05:00:00.000,052XX S HONORE ST,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,True,True,0932,009,16,61,04B,2022,2022-10-24T16:47:03.000,,,,,
1532,12853504,JF427662,2022-10-09T05:00:00.000,084XX S CHAPPEL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0412,004,8,45,07,2022,2022-10-24T16:47:03.000,,,,,
1533,12857967,JF433005,2022-10-09T05:00:00.000,022XX W IOWA ST,0810,THEFT,OVER $500,STREET,False,False,1212,012,2,24,06,2022,2022-10-24T16:47:03.000,,,,,
1534,12853422,JF427565,2022-10-09T05:10:00.000,067XX S EBERHART AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,False,0321,003,20,42,15,2022,2022-10-24T16:47:03.000,,,,,
1535,12854271,JF427567,2022-10-09T05:15:00.000,042XX W WASHINGTON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1115,011,28,26,08B,2022,2022-10-24T16:47:03.000,,,,,
1536,12865621,JF442004,2022-10-09T05:20:00.000,005XX S LOWER WACKER DR,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),False,False,0123,001,25,32,06,2022,2022-10-24T16:47:03.000,,,,,
1537,12853589,JF427677,2022-10-09T05:25:00.000,002XX E HURON ST,1330,CRIMINAL TRESPASS,TO LAND,HOSPITAL BUILDING / GROUNDS,True,False,1834,018,42,8,26,2022,2022-10-24T16:47:03.000,,,,,
1538,12853425,JF427570,2022-10-09T05:26:00.000,006XX S FINANCIAL PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,0123,001,4,32,08B,2022,2022-10-24T16:47:03.000,,,,,
1539,12856216,JF430430,2022-10-09T05:28:00.000,011XX N CLARK ST,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,1824,018,2,8,06,2022,2022-10-24T16:47:03.000,,,,,
1540,12853416,JF427573,2022-10-09T05:28:00.000,025XX W MONROE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,1125,011,27,28,14,2022,2022-10-24T16:47:03.000,,,,,
1541,12853485,JF427584,2022-10-09T05:28:00.000,016XX W VAN BUREN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,GAS STATION,True,False,1231,012,27,28,15,2022,2022-10-16T16:48:53.000,1165751,1898237,41.876351148,-87.666880865,"{'latitude': '41.876351148', 'longitude': '-87.666880865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1542,12853610,JF427830,2022-10-09T05:30:00.000,008XX W ADDISON ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1923,019,44,6,06,2022,2022-10-24T16:47:03.000,,,,,
1543,12853433,JF427569,2022-10-09T05:30:00.000,061XX S JUSTINE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,0713,007,16,67,14,2022,2022-10-24T16:47:03.000,,,,,
1544,12853438,JF427588,2022-10-09T05:43:00.000,021XX S MARSHALL BLVD,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,1023,010,12,30,15,2022,2022-10-24T16:47:03.000,,,,,
1545,12853455,JF427591,2022-10-09T05:58:00.000,067XX S EAST END AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,0332,003,5,43,08B,2022,2022-10-24T16:47:03.000,,,,,
1546,12853454,JF427587,2022-10-09T06:03:00.000,0000X S WOOD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SPORTS ARENA / STADIUM,False,False,1224,012,27,28,14,2022,2022-10-24T16:47:03.000,,,,,
1547,12853459,JF427596,2022-10-09T06:10:00.000,066XX S MOZART ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,False,False,0831,008,17,66,15,2022,2022-10-24T16:47:03.000,,,,,
1548,12853467,JF427597,2022-10-09T06:15:00.000,032XX W DOUGLAS BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),False,False,1022,010,24,29,14,2022,2022-10-24T16:47:03.000,,,,,
1549,12853841,JF427622,2022-10-09T06:20:00.000,019XX E 86TH ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True,0412,004,8,45,04B,2022,2022-10-24T16:47:03.000,,,,,
1550,12853600,JF427792,2022-10-09T06:24:00.000,111XX S GREEN ST,0580,STALKING,SIMPLE,RESIDENCE,False,False,2233,022,34,75,08A,2022,2022-10-24T16:47:03.000,,,,,
1551,12863582,JF438759,2022-10-09T07:00:00.000,064XX N LAKEWOOD AVE,0810,THEFT,OVER $500,APARTMENT,False,False,2432,024,49,1,06,2022,2022-10-24T16:47:03.000,,,,,
1552,12853776,JF428025,2022-10-09T07:00:00.000,037XX W GRAND AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,2535,025,27,23,03,2022,2022-10-24T16:47:03.000,,,,,
1553,12853477,JF427639,2022-10-09T07:00:00.000,075XX N PAULINA ST,0810,THEFT,OVER $500,CTA PLATFORM,False,False,2422,024,49,1,06,2022,2022-10-24T16:47:03.000,,,,,
1554,12853498,JF427613,2022-10-09T07:00:00.000,036XX W LE MOYNE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2535,025,26,23,14,2022,2022-10-24T16:47:03.000,,,,,
1555,12854589,JF428857,2022-10-09T07:00:00.000,001XX E 58TH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,0232,002,20,40,26,2022,2022-10-24T16:47:03.000,,,,,
1556,12861320,JF429352,2022-10-09T07:00:00.000,012XX N LONG AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,2532,025,37,25,06,2022,2022-10-24T16:47:03.000,,,,,
1557,12853475,JF427612,2022-10-09T07:09:00.000,037XX W WABANSIA AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,False,False,2535,025,26,23,03,2022,2022-10-24T16:47:03.000,,,,,
1558,12853465,JF427619,2022-10-09T07:15:00.000,041XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1132,011,28,26,08A,2022,2022-10-24T16:47:03.000,,,,,
1559,12853549,JF427732,2022-10-09T07:15:00.000,044XX S DREXEL BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0221,002,4,39,07,2022,2022-10-24T16:47:03.000,,,,,
1560,12853480,JF427635,2022-10-09T07:20:00.000,022XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1431,014,1,22,06,2022,2022-10-24T16:47:03.000,,,,,
1561,12853601,JF427652,2022-10-09T07:30:00.000,049XX N BERNARD ST,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,False,False,1712,017,33,14,08B,2022,2022-10-24T16:47:03.000,,,,,
1562,12853617,JF427668,2022-10-09T07:30:00.000,077XX S CALUMET AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0623,006,6,69,07,2022,2022-10-24T16:47:03.000,,,,,
1563,12856241,JF429882,2022-10-09T07:35:00.000,006XX W OAK ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1822,018,27,8,06,2022,2022-10-24T16:47:03.000,,,,,
1564,12853488,JF427636,2022-10-09T07:45:00.000,004XX E 76TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,False,False,0624,006,6,69,14,2022,2022-10-24T16:47:03.000,,,,,
1565,12853500,JF427655,2022-10-09T07:49:00.000,005XX N KEDZIE AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,True,False,1121,011,27,23,08B,2022,2022-10-24T16:47:03.000,,,,,
1566,12853483,JF427632,2022-10-09T07:50:00.000,013XX S HARDING AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,False,True,1011,010,24,29,26,2022,2022-10-24T16:47:03.000,,,,,
1567,12853532,JF427637,2022-10-09T07:55:00.000,054XX W FERDINAND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1523,015,37,25,08B,2022,2022-10-24T16:47:03.000,,,,,
1568,12853606,JF427661,2022-10-09T08:00:00.000,051XX S ARTESIAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,0923,009,14,63,14,2022,2022-10-24T16:47:03.000,,,,,
1569,12853578,JF427697,2022-10-09T08:00:00.000,083XX S PAULINA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0614,006,21,71,08B,2022,2022-10-24T16:47:03.000,,,,,
1570,12853587,JF427807,2022-10-09T08:00:00.000,056XX S KENNETH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,0813,008,13,62,14,2022,2022-10-24T16:47:03.000,,,,,
1571,12854914,JF429376,2022-10-09T08:10:00.000,045XX S MOZART ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,0922,009,15,58,05,2022,2022-10-24T16:47:03.000,,,,,
1572,12854341,JF428652,2022-10-09T08:15:00.000,079XX S HERMITAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,0611,006,17,71,14,2022,2022-10-24T16:47:03.000,,,,,
1573,12853825,JF427660,2022-10-09T08:30:00.000,133XX S CORLISS AVE,031A,ROBBERY,ARMED - HANDGUN,CHA PARKING LOT / GROUNDS,False,False,0533,005,9,54,03,2022,2022-10-24T16:47:03.000,,,,,
1574,12853815,JF428149,2022-10-09T08:30:00.000,008XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1213,012,27,24,06,2022,2022-10-24T16:47:03.000,,,,,
1575,12857902,JF431636,2022-10-09T08:30:00.000,006XX N ORLEANS ST,0440,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,False,True,1831,018,42,8,08B,2022,2022-10-24T16:47:03.000,,,,,
1576,12853531,JF427675,2022-10-09T08:30:00.000,042XX S ST LAWRENCE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,0214,002,4,38,06,2022,2022-10-24T16:47:03.000,,,,,
1577,12853872,JF428190,2022-10-09T08:30:00.000,021XX N CLARK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1814,018,43,7,07,2022,2022-10-24T16:47:03.000,,,,,
1578,12853523,JF427664,2022-10-09T08:32:00.000,076XX S CHAMPLAIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,0624,006,6,69,14,2022,2022-10-24T16:47:03.000,,,,,
1579,12853525,JF427678,2022-10-09T08:40:00.000,013XX S CLINTON ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,0124,001,11,28,06,2022,2022-10-24T16:47:03.000,,,,,
1580,12853599,JF427683,2022-10-09T08:40:00.000,017XX W TOUHY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2423,024,49,1,14,2022,2022-10-24T16:47:03.000,,,,,
1581,12853551,JF427671,2022-10-09T08:40:00.000,084XX S WOOD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,False,True,0614,006,21,71,14,2022,2022-10-24T16:47:03.000,,,,,
1582,12853636,JF427682,2022-10-09T08:50:00.000,067XX S COTTAGE GROVE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,GAS STATION,False,False,0321,003,20,42,04A,2022,2022-10-24T16:47:03.000,,,,,
1583,12853529,JF427701,2022-10-09T08:50:00.000,059XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,0232,002,20,40,14,2022,2022-10-24T16:47:03.000,,,,,
1584,12853727,JF427698,2022-10-09T09:00:00.000,049XX W AUGUSTA BLVD,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,1531,015,37,25,03,2022,2022-10-24T16:47:03.000,,,,,
1585,12853666,JF427823,2022-10-09T09:00:00.000,030XX W ROOSEVELT RD,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),False,False,1134,011,28,29,14,2022,2022-10-24T16:47:03.000,,,,,
1586,12853650,JF427887,2022-10-09T09:00:00.000,030XX E 80TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,0422,004,7,46,06,2022,2022-10-24T16:47:03.000,,,,,
1587,12853908,JF428280,2022-10-09T09:00:00.000,069XX S EBERHART AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,0322,003,6,69,14,2022,2022-10-24T16:47:03.000,,,,,
1588,12856768,JF429063,2022-10-09T09:00:00.000,005XX N LAKE SHORE DR,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,PARK PROPERTY,False,False,1834,018,42,8,14,2022,2022-10-24T16:47:03.000,,,,,
1589,12862025,JF436050,2022-10-09T09:00:00.000,030XX N NORDICA AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,2511,025,29,18,11,2022,2022-10-24T16:47:03.000,,,,,
1590,12854525,JF427978,2022-10-09T09:00:00.000,045XX W PETERSON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,False,False,1711,017,39,12,11,2022,2022-10-24T16:47:03.000,,,,,
1591,12853557,JF427690,2022-10-09T09:00:00.000,020XX N ALBANY AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,1414,014,32,22,26,2022,2022-10-24T16:47:03.000,,,,,
1592,12853576,JF427708,2022-10-09T09:12:00.000,030XX N BROADWAY,0460,BATTERY,SIMPLE,ATHLETIC CLUB,False,False,1934,019,44,6,08B,2022,2022-10-24T16:47:03.000,,,,,
1593,12853580,JF427699,2022-10-09T09:19:00.000,072XX S RACINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,0733,007,6,68,08B,2022,2022-10-24T16:47:03.000,,,,,
1594,12853520,JF427712,2022-10-09T09:23:00.000,095XX S EWING AVE,5110,OTHER OFFENSE,GUN OFFENDER - DUTY TO REGISTER,STREET,True,False,0432,004,10,52,26,2022,2022-10-24T16:47:03.000,,,,,
1595,12853515,JF427725,2022-10-09T09:30:00.000,057XX W ERIE ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,1511,015,29,25,07,2022,2022-10-24T16:47:03.000,,,,,
1596,12854527,JF427714,2022-10-09T09:30:00.000,052XX W MADISON ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1522,015,28,25,06,2022,2022-10-24T16:47:03.000,,,,,
1597,12853568,JF427724,2022-10-09T09:32:00.000,015XX N LAVERGNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2533,025,37,25,14,2022,2022-10-24T16:47:03.000,,,,,
1598,12853840,JF427731,2022-10-09T09:41:00.000,050XX N WINTHROP AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,2033,020,48,3,08B,2022,2022-10-24T16:47:03.000,,,,,
1599,12853629,JF427776,2022-10-09T09:45:00.000,006XX E 131ST ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0533,005,9,54,07,2022,2022-10-24T16:47:03.000,,,,,
1600,12857339,JF431803,2022-10-09T09:45:00.000,004XX N Michigan Ave,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1834,018,42,8,06,2022,2022-10-24T16:47:03.000,,,,,
1601,12853571,JF427734,2022-10-09T09:45:00.000,071XX W BARRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,2511,025,29,18,08B,2022,2022-10-24T16:47:03.000,,,,,
1602,12853694,JF427760,2022-10-09T09:55:00.000,076XX S EUCLID AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,False,0414,004,8,43,04A,2022,2022-10-24T16:47:03.000,,,,,
1603,12853655,JF427750,2022-10-09T09:55:00.000,005XX S PULASKI RD,0560,ASSAULT,SIMPLE,CTA STATION,False,False,1132,011,24,26,08A,2022,2022-10-24T16:47:03.000,,,,,
1604,12853904,JF428204,2022-10-09T10:00:00.000,055XX W CHICAGO AVE,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,False,False,1524,015,37,25,06,2022,2022-10-24T16:47:03.000,,,,,
1605,12853731,JF427938,2022-10-09T10:00:00.000,052XX W WASHINGTON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,False,False,1523,015,28,25,14,2022,2022-10-24T16:47:03.000,,,,,
1606,12854032,JF428330,2022-10-09T10:00:00.000,053XX W MONROE ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1522,015,29,25,08A,2022,2022-10-24T16:47:03.000,,,,,
1607,12853984,JF428329,2022-10-09T10:00:00.000,005XX N MENARD AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1512,015,29,25,06,2022,2022-10-24T16:47:03.000,,,,,
1608,12853566,JF427761,2022-10-09T10:00:00.000,069XX S ASHLAND AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,GAS STATION,True,False,0734,007,16,67,18,2022,2022-10-24T16:47:03.000,,,,,
